ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
avar-814_give-1,,avar,814_give,хвассaрлъизабизе,хвассaрлъизабизе,<?> <?> а <?> a р <?> <?> <?> <?> а <?> <?> <?> е,,lexcauc,,,^х в а сс a р л ъ и з а б и з е$,default
avar-815_save-1,,avar,815_save,биххизабизе,биххизабизе,<?> <?> <?> <?> <?> а <?> <?> <?> е,,lexcauc,,,^б и хх и з а б и з е$,default
avar-816_destroy-1,,avar,816_destroy,балaгьизе,балaгьизе,<?> а <?> a <?> <?> <?> <?> е,,lexcauc,,,^б а л a г ь и з е$,default
avar-817_lookfor-1,,avar,817_lookfor,бaтизе,бaтизе,<?> a т <?> <?> е,,lexcauc,,,^б a т и з е$,default
avar-818_find-1,,avar,818_find,билизе,билизе,<?> <?> <?> <?> <?> е,,lexcauc,,,^б и л и з е$,default
avar-819_lose-1,,avar,819_lose,биччaзе,биччaзе,<?> <?> <?> a <?> е,,lexcauc,,,^б и чч a з е$,default
avar-820_release-1,,avar,820_release,гӀарaц,гӀарaц,<?> <?> а р a <?>,,lexcauc,,,^г Ӏ а р a ц$,default
avar-821_money-1,,avar,821_money,бечeдаб,бечeдаб,<?> е <?> e <?> а <?>,,lexcauc,,,^б е ч e д а б$,default
avar-822_rich-1,,avar,822_rich,мискинаб,мискинаб,<?> <?> <?> <?> <?> <?> а <?>,,lexcauc,,,^м и с к и н а б$,default
avar-823_poor-1,,avar,823_poor,гьардyхъан,гьардyхъан,<?> <?> а р <?> y <?> <?> а <?>,,lexcauc,,,^г ь а р д y х ъ а н$,default
avar-824_beggar-1,,avar,824_beggar,къарзалъе кьезе,къарзалъе кьезе,<?> <?> а р <?> а <?> <?> е + <?> <?> е <?> е,,lexcauc,,,^к ъ а р з а л ъ е + к ь е з е$,default
avar-825_lend-1,,avar,825_lend,къарзалъе босизе,къарзалъе босизе,<?> <?> а р <?> а <?> <?> е + <?> <?> <?> <?> <?> е,,lexcauc,,,^к ъ а р з а л ъ е + б о с и з е$,default
avar-826_borrow-1,,avar,826_borrow,нaлъи,нaлъи,<?> a <?> <?> <?>,,lexcauc,,,^н a л ъ и$,default
avar-827_debtfinancial-1,,avar,827_debtfinancial,бoсизе,бoсизе,<?> o <?> <?> <?> е,,lexcauc,,,^б o с и з е$,default
avar-828_buy-1,,avar,828_buy,бичизе,бичизе,<?> <?> <?> <?> <?> е,,lexcauc,,,^б и ч и з е$,default
avar-829_sell-1,,avar,829_sell,бичахиси,бичахиси,<?> <?> <?> а <?> <?> <?> <?>,,lexcauc,,,^б и ч а х и с и$,default
avar-830_tradebarter-1,,avar,830_tradebarter,багьa,багьa,<?> а <?> <?> a,,lexcauc,,,^б а г ь a$,default
avar-830_tradebarter-2,,avar,830_tradebarter,къимат,къимат,<?> <?> <?> <?> а т,,lexcauc,,,^к ъ и м а т$,default
avar-831_price-1,,avar,831_price,ххирияб,ххирияб,<?> <?> р <?> <?> <?>,,lexcauc,,,^хх и р и я б$,default
avar-832_expensive-1,,avar,832_expensive,учyзаб,учyзаб,<?> <?> y <?> а <?>,,lexcauc,,,^у ч y з а б$,default
avar-833_cheap-1,,avar,833_cheap,цӀцӀaзе,цӀцӀaзе,<?> <?> <?> <?> a <?> е,,lexcauc,,,^ц Ӏ ц Ӏ a з е$,default
avar-834_weighintr-1,,avar,834_weighintr,нахъа,нахъа,<?> а <?> <?> а,,lexcauc,,,^н а х ъ а$,default
avar-835_behind-1,,avar,835_behind,гъоркь,гъоркь,<?> <?> <?> р <?> <?>,,lexcauc,,,^г ъ о р к ь$,default
avar-836_below-1,,avar,836_below,цебе,цебе,<?> е <?> е,,lexcauc,,,^ц е б е$,default
avar-837_before-1,,avar,837_before,цебе,цебе,<?> е <?> е,,lexcauc,,,^ц е б е$,default
avar-838_infront-1,,avar,838_infront,жаниб,жаниб,<?> а <?> <?> <?>,,lexcauc,,,^ж а н и б$,default
avar-839_inside-1,,avar,839_inside,къватӀиб,къватӀиб,<?> <?> <?> а т <?> <?> <?>,,lexcauc,,,^к ъ в а т Ӏ и б$,default
avar-840_outside-1,,avar,840_outside,тӀад,тӀад,т <?> а <?>,,lexcauc,,,^т Ӏ а д$,default
avar-841_above-1,,avar,841_above,гьоркьoб,гьоркьoб,<?> <?> <?> р <?> <?> o <?>,,lexcauc,,,^г ь о р к ь o б$,default
avar-842_between-1,,avar,842_between,бакӀ,бакӀ,<?> а <?> <?>,,lexcauc,,,^б а к Ӏ$,default
avar-843_place-1,,avar,843_place,жо,жо,<?> <?>,,lexcauc,,,^ж о$,default
avar-844_thing-1,,avar,844_thing,лъезе,лъезе,<?> <?> е <?> е,,lexcauc,,,^л ъ е з е$,default
avar-845_put-1,,avar,845_put,кӀyсизе,кӀyсизе,<?> <?> y <?> <?> <?> е,,lexcauc,,,^к Ӏ y с и з е$,default
avar-845_put-2,,avar,845_put,гӀодо(в)чӀчӀeзе,гӀодочӀчӀeзе,<?> <?> <?> <?> <?> <?> <?> <?> <?> e <?> е,,lexcauc,,,^г Ӏ о д о ч Ӏ ч Ӏ e з е$,default
avar-846_sitdown-1,,avar,846_sitdown,гӀодо(в)чӀчӀeзе,гӀодочӀчӀeзе,<?> <?> <?> <?> <?> <?> <?> <?> <?> e <?> е,,lexcauc,,,^г Ӏ о д о ч Ӏ ч Ӏ e з е$,default
avar-847_sit-1,,avar,847_sit,бeгизе,бeгизе,<?> e <?> <?> <?> е,,lexcauc,,,^б e г и з е$,default
avar-848_liedown-1,,avar,848_liedown,бeгизе,бeгизе,<?> e <?> <?> <?> е,,lexcauc,,,^б e г и з е$,default
avar-849_lie-1,,avar,849_lie,бaзе,бaзе,<?> a <?> е,,lexcauc,,,^б a з е$,default
avar-849_lie-2,,avar,849_lie,тaрхъизе,тaрхъизе,т a р <?> <?> <?> <?> е,,lexcauc,,,^т a р х ъ и з е$,default
avar-849_lie-3,,avar,849_lie,чӀчӀeзе,чӀчӀeзе,<?> <?> <?> <?> e <?> е,,lexcauc,,,^ч Ӏ ч Ӏ e з е$,default
avar-850_haltintr-1,,avar,850_haltintr,бахъyн-чӀчӀезе,бахъyн-чӀчӀезе,<?> а <?> <?> y <?> <?> <?> <?> <?> <?> е <?> е,,lexcauc,,,^б а х ъ y н - ч Ӏ ч Ӏ е з е$,default
avar-850_haltintr-2,,avar,850_haltintr,чӀчӀeзе,чӀчӀeзе,<?> <?> <?> <?> e <?> е,,lexcauc,,,^ч Ӏ ч Ӏ e з е$,default
avar-851_stand-1,,avar,851_stand,эххeтизе,эххeтизе,<?> <?> e т <?> <?> е,,lexcauc,,,^э хх e т и з е$,default
avar-852_standup-1,,avar,852_standup,бакӀaризе,бакӀaризе,<?> а <?> <?> a р <?> <?> е,,lexcauc,,,^б а к Ӏ a р и з е$,default
avar-853_gathertr-1,,avar,853_gathertr,бoрхизе,бoрхизе,<?> o р <?> <?> <?> е,,lexcauc,,,^б o р х и з е$,default
avar-854_pickup-1,,avar,854_pickup,ххeзе,ххeзе,<?> e <?> е,,lexcauc,,,^хх e з е$,default
avar-855_insert-1,,avar,855_insert,бухьизе,бухьизе,<?> <?> <?> <?> <?> <?> е,,lexcauc,,,^б у х ь и з е$,default
avar-856_bindtr-1,,avar,856_bindtr,бичизе,бичизе,<?> <?> <?> <?> <?> е,,lexcauc,,,^б и ч и з е$,default
avar-857_unbindtr-1,,avar,857_unbindtr,рeкӀине,рeкӀине,р e <?> <?> <?> <?> е,,lexcauc,,,^р e к Ӏ и н е$,default
avar-858_stickintr-1,,avar,858_stickintr,бaцӀцӀине,бaцӀцӀине,<?> a <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^б a ц Ӏ ц Ӏ и н е$,default
avar-858_stickintr-2,,avar,858_stickintr,рeкӀине,рeкӀине,р e <?> <?> <?> <?> е,,lexcauc,,,^р e к Ӏ и н е$,default
avar-859_gluetr-1,,avar,859_gluetr,ричӀизе,ричӀизе,р <?> <?> <?> <?> <?> е,,lexcauc,,,^р и ч Ӏ и з е$,default
avar-859_gluetr-2,,avar,859_gluetr,рaгьизе,рaгьизе,р a <?> <?> <?> <?> е,,lexcauc,,,^р a г ь и з е$,default
avar-860_opentr-1,,avar,860_opentr,рaгьизе,рaгьизе,р a <?> <?> <?> <?> е,,lexcauc,,,^р a г ь и з е$,default
avar-860_opentr-2,,avar,860_opentr,ричӀизе,ричӀизе,р <?> <?> <?> <?> <?> е,,lexcauc,,,^р и ч Ӏ и з е$,default
avar-861_openintr-1,,avar,861_openintr,къaзе,къaзе,<?> <?> a <?> е,,lexcauc,,,^к ъ a з е$,default
avar-862_closetr-1,,avar,862_closetr,къaзе,къaзе,<?> <?> a <?> е,,lexcauc,,,^к ъ a з е$,default
avar-863_closeintr-1,,avar,863_closeintr,ричӀизе,ричӀизе,р <?> <?> <?> <?> <?> е,,lexcauc,,,^р и ч Ӏ и з е$,default
avar-864_unlocktr-1,,avar,864_unlocktr,рахaзе,рахaзе,р а <?> a <?> е,,lexcauc,,,^р а х a з е$,default
avar-865_locktr-1,,avar,865_locktr,бaзе,бaзе,<?> a <?> е,,lexcauc,,,^б a з е$,default
avar-865_locktr-2,,avar,865_locktr,тӀадбигъине,тӀадбигъине,т <?> а <?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^т Ӏ а д б и г ъ и н е$,default
avar-866_cover-1,,avar,866_cover,бaхчизе,бaхчизе,<?> a <?> <?> <?> <?> е,,lexcauc,,,^б a х ч и з е$,default
avar-867_hidetr-1,,avar,867_hidetr,бaхчизе,бaхчизе,<?> a <?> <?> <?> <?> е,,lexcauc,,,^б a х ч и з е$,default
avar-868_hideintr-1,,avar,868_hideintr,бoрхатаб,бoрхатаб,<?> o р <?> а т а <?>,,lexcauc,,,^б o р х а т а б$,default
avar-869_high-1,,avar,869_high,тӀyцаб,тӀyцаб,т <?> y <?> а <?>,,lexcauc,,,^т Ӏ y ц а б$,default
avar-869_high-2,,avar,869_high,лълъyхъаб,лълъyхъаб,<?> <?> <?> <?> y <?> <?> а <?>,,lexcauc,,,^л ъ л ъ y х ъ а б$,default
avar-870_low-1,,avar,870_low,бетӀeр,бетӀeр,<?> е т <?> e р,,lexcauc,,,^б е т Ӏ e р$,default
avar-871_topn-1,,avar,871_topn,тӀину,тӀину,т <?> <?> <?> <?>,,lexcauc,,,^т Ӏ и н у$,default
avar-872_bottomn-1,,avar,872_bottomn,тӀогь,тӀогь,т <?> <?> <?> <?>,,lexcauc,,,^т Ӏ о г ь$,default
avar-873_endofknife-1,,avar,873_endofknife,рагӀaл,рагӀaл,р а <?> <?> a <?>,,lexcauc,,,^р а г Ӏ a л$,default
avar-874_edge-1,,avar,874_edge,кварaнаб,кварaнаб,<?> <?> а р a <?> а <?>,,lexcauc,,,^к в а р a н а б$,default
avar-875_right-1,,avar,875_right,квeгӀаб,квeгӀаб,<?> <?> e <?> <?> а <?>,,lexcauc,,,^к в e г Ӏ а б$,default
avar-876_left-1,,avar,876_left,аскӀoб,аскӀoб,а <?> <?> <?> o <?>,,lexcauc,,,^а с к Ӏ o б$,default
avar-876_left-2,,avar,876_left,гӀагaрда,гӀагaрда,<?> <?> а <?> a р <?> а,,lexcauc,,,^г Ӏ а г a р д а$,default
avar-877_near-1,,avar,877_near,рикӀкӀад,рикӀкӀад,р <?> <?> <?> <?> <?> а <?>,,lexcauc,,,^р и к Ӏ к Ӏ а д$,default
avar-878_far-1,,avar,878_far,кӀудияб гӀéзе,кӀудияб гӀéзе,<?> <?> <?> <?> <?> <?> <?> + <?> <?> é <?> е,,lexcauc,,,^к Ӏ у д и я б + г Ӏ é з е$,default
avar-879_grow-1,,avar,879_grow,бoрцине,бoрцине,<?> o р <?> <?> <?> е,,lexcauc,,,^б o р ц и н е$,default
avar-880_measure-1,,avar,880_measure,цедeр,цедeр,<?> е <?> e р,,lexcauc,,,^ц е д e р$,default
avar-881_greatspan-1,,avar,881_greatspan,цедeр,цедeр,<?> е <?> e р,,lexcauc,,,^ц е д e р$,default
avar-882_littlespan-1,,avar,882_littlespan,кӀудияб,кӀудияб,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ у д и я б$,default
avar-883_big-1,,avar,883_big,гьитӀинаб,гьитӀинаб,<?> <?> <?> т <?> <?> <?> а <?>,,lexcauc,,,^г ь и т Ӏ и н а б$,default
avar-884_small-1,,avar,884_small,ххалaтаб,ххалaтаб,<?> а <?> a т а <?>,,lexcauc,,,^хх а л a т а б$,default
avar-885_long-1,,avar,885_long,къoкъаб,къoкъаб,<?> <?> o <?> <?> а <?>,,lexcauc,,,^к ъ o к ъ а б$,default
avar-886_short-1,,avar,886_short,гӀатӀидаб,гӀатӀидаб,<?> <?> а т <?> <?> <?> а <?>,,lexcauc,,,^г Ӏ а т Ӏ и д а б$,default
avar-886_short-2,,avar,886_short,гӀeбаб,гӀeбаб,<?> <?> e <?> а <?>,,lexcauc,,,^г Ӏ e б а б$,default
avar-887_wide-1,,avar,887_wide,къваридаб,къваридаб,<?> <?> <?> а р <?> <?> а <?>,,lexcauc,,,^к ъ в а р и д а б$,default
avar-888_narrow-1,,avar,888_narrow,биццaтаб,биццaтаб,<?> <?> <?> a т а <?>,,lexcauc,,,^б и цц a т а б$,default
avar-889_thick-1,,avar,889_thick,тӀерeнаб,тӀерeнаб,т <?> е р e <?> а <?>,,lexcauc,,,^т Ӏ е р e н а б$,default
avar-890_thin-1,,avar,890_thin,гъваридаб,гъваридаб,<?> <?> <?> а р <?> <?> а <?>,,lexcauc,,,^г ъ в а р и д а б$,default
avar-891_deep-1,,avar,891_deep,тӀaдгояб,тӀaдгояб,т <?> a <?> <?> <?> <?> <?>,,lexcauc,,,^т Ӏ a д г о я б$,default
avar-892_shallow-1,,avar,892_shallow,чӀeпараб,чӀeпараб,<?> <?> e <?> а р а <?>,,lexcauc,,,^ч Ӏ e п а р а б$,default
avar-893_flat-1,,avar,893_flat,битӀараб,битӀараб,<?> <?> т <?> а р а <?>,,lexcauc,,,^б и т Ӏ а р а б$,default
avar-894_straight-1,,avar,894_straight,кӀичӀараб,кӀичӀараб,<?> <?> <?> <?> <?> а р а <?>,,lexcauc,,,^к Ӏ и ч Ӏ а р а б$,default
avar-895_crooked-1,,avar,895_crooked,хъанцӀa,хъанцӀa,<?> <?> а <?> <?> <?> a,,lexcauc,,,^х ъ а н ц Ӏ a$,default
avar-896_hook-1,,avar,896_hook,бокӀoн,бокӀoн,<?> <?> <?> <?> o <?>,,lexcauc,,,^б о к Ӏ o н$,default
avar-897_corner-1,,avar,897_corner,хъанч,хъанч,<?> <?> а <?> <?>,,lexcauc,,,^х ъ а н ч$,default
avar-898_cross-1,,avar,898_cross,гургинаб,гургинаб,<?> <?> р <?> <?> <?> а <?>,,lexcauc,,,^г у р г и н а б$,default
avar-899_round-1,,avar,899_round,торгӀo,торгӀo,т <?> р <?> <?> o,,lexcauc,,,^т о р г Ӏ o$,default
avar-900_ball-1,,avar,900_ball,карaтӀ,карaтӀ,<?> а р a т <?>,,lexcauc,,,^к а р a т Ӏ$,default
avar-901_hole-1,,avar,901_hole,гвенд,гвенд,<?> <?> е <?> <?>,,lexcauc,,,^г в е н д$,default
avar-902_pit-1,,avar,902_pit,гӀадаб,гӀадаб,<?> <?> а <?> а <?>,,lexcauc,,,^г Ӏ а д а б$,default
avar-903_similar-1,,avar,903_similar,батӀияб,батӀияб,<?> а т <?> <?> <?> <?>,,lexcauc,,,^б а т Ӏ и я б$,default
avar-904_other-1,,avar,904_other,хисизе,хисизе,<?> <?> <?> <?> <?> е,,lexcauc,,,^х и с и з е$,default
avar-905_exchange-1,,avar,905_exchange,цо,цо,<?> <?>,,lexcauc,,,^ц о$,default
avar-906_one-1,,avar,906_one,кӀиго,кӀиго,<?> <?> <?> <?> <?>,,lexcauc,,,^к Ӏ и г о$,default
avar-907_two-1,,avar,907_two,лъабго,лъабго,<?> <?> а <?> <?> <?>,,lexcauc,,,^л ъ а б г о$,default
avar-908_three-1,,avar,908_three,ункъо,ункъо,<?> <?> <?> <?> <?>,,lexcauc,,,^у н к ъ о$,default
avar-909_four-1,,avar,909_four,щуго,щуго,<?> <?> <?> <?>,,lexcauc,,,^щ у г о$,default
avar-910_five-1,,avar,910_five,анлълъго,анлълъго,а <?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^а н л ъ л ъ г о$,default
avar-911_six-1,,avar,911_six,анкъго,анкъго,а <?> <?> <?> <?> <?>,,lexcauc,,,^а н к ъ г о$,default
avar-912_seven-1,,avar,912_seven,микьго,микьго,<?> <?> <?> <?> <?> <?>,,lexcauc,,,^м и к ь г о$,default
avar-913_eight-1,,avar,913_eight,ичӀго,ичӀго,<?> <?> <?> <?> <?>,,lexcauc,,,^и ч Ӏ г о$,default
avar-914_nine-1,,avar,914_nine,анцӀго,анцӀго,а <?> <?> <?> <?> <?>,,lexcauc,,,^а н ц Ӏ г о$,default
avar-915_ten-1,,avar,915_ten,анцӀила цо,анцӀила цо,а <?> <?> <?> <?> <?> а + <?> <?>,,lexcauc,,,^а н ц Ӏ и л а + ц о$,default
avar-916_eleven-1,,avar,916_eleven,анцӀила кӀиго,анцӀила кӀиго,а <?> <?> <?> <?> <?> а + <?> <?> <?> <?> <?>,,lexcauc,,,^а н ц Ӏ и л а + к Ӏ и г о$,default
avar-917_twelve-1,,avar,917_twelve,къого,къого,<?> <?> <?> <?> <?>,,lexcauc,,,^к ъ о г о$,default
avar-918_twenty-1,,avar,918_twenty,лъеберго,лъеберго,<?> <?> е <?> е р <?> <?>,,lexcauc,,,^л ъ е б е р г о$,default
avar-919_thirty-1,,avar,919_thirty,нусго,нусго,<?> <?> <?> <?> <?>,,lexcauc,,,^н у с г о$,default
avar-920_hundred-1,,avar,920_hundred,азарго,азарго,а <?> а р <?> <?>,,lexcauc,,,^а з а р г о$,default
avar-921_thousand-1,,avar,921_thousand,тӀoццебесеб,тӀoццебесеб,т <?> o <?> е <?> е <?> е <?>,,lexcauc,,,^т Ӏ o цц е б е с е б$,default
avar-922_first-1,,avar,922_first,ахирaб,ахирaб,а <?> <?> р a <?>,,lexcauc,,,^а х и р a б$,default
avar-923_last-1,,avar,923_last,кӀиабилеб,кӀиабилеб,<?> <?> <?> а <?> <?> <?> е <?>,,lexcauc,,,^к Ӏ и а б и л е б$,default
avar-924_second-1,,avar,924_second,рикӀкӀине,рикӀкӀине,р <?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^р и к Ӏ к Ӏ и н е$,default
avar-925_count-1,,avar,925_count,киналго,киналго,<?> <?> <?> а <?> <?> <?>,,lexcauc,,,^к и н а л г о$,default
avar-926_allpl-1,,avar,926_allpl,тӀолабго,тӀолабго,т <?> <?> <?> а <?> <?> <?>,,lexcauc,,,^т Ӏ о л а б г о$,default
avar-927_allsg-1,,avar,927_allsg,щибаб,щибаб,<?> <?> <?> а <?>,,lexcauc,,,^щ и б а б$,default
avar-928_every-1,,avar,928_every,гӀемeр,гӀемeр,<?> <?> е <?> e р,,lexcauc,,,^г Ӏ е м e р$,default
avar-929_many-1,,avar,929_many,цӀакъ,цӀакъ,<?> <?> а <?> <?>,,lexcauc,,,^ц Ӏ а к ъ$,default
avar-930_very-1,,avar,930_very,дагь,дагь,<?> а <?> <?>,,lexcauc,,,^д а г ь$,default
avar-931_few-1,,avar,931_few,цӀураб,цӀураб,<?> <?> <?> р а <?>,,lexcauc,,,^ц Ӏ у р а б$,default
avar-932_full-1,,avar,932_full,гӀoрцӀараб,гӀoрцӀараб,<?> <?> o р <?> <?> а р а <?>,,lexcauc,,,^г Ӏ o р ц Ӏ а р а б$,default
avar-933_satiated-1,,avar,933_satiated,цӀeзе,цӀeзе,<?> <?> e <?> е,,lexcauc,,,^ц Ӏ e з е$,default
avar-934_fillintr-1,,avar,934_fillintr,цӀeзе,цӀeзе,<?> <?> e <?> е,,lexcauc,,,^ц Ӏ e з е$,default
avar-934_fillintr-2,,avar,934_fillintr,цӀeзабизе,цӀeзабизе,<?> <?> e <?> а <?> <?> <?> е,,lexcauc,,,^ц Ӏ e з а б и з е$,default
avar-935_filltr-1,,avar,935_filltr,чӀо(б)огояб,чӀоогояб,<?> <?> <?> <?> <?> <?> <?>,,lexcauc,,,^ч Ӏ оо г о я б$,default
avar-935_filltr-2,,avar,935_filltr,гьодoраб,гьодoраб,<?> <?> <?> <?> o р а <?>,,lexcauc,,,^г ь о д o р а б$,default
avar-936_empty-1,,avar,936_empty,кесeк,кесeк,<?> е <?> e <?>,,lexcauc,,,^к е с e к$,default
avar-937_piece-1,,avar,937_piece,бaщдаб,бaщдаб,<?> a <?> <?> а <?>,,lexcauc,,,^б a щ д а б$,default
avar-938_half-1,,avar,938_half,жут,жут,<?> <?> т,,lexcauc,,,^ж у т$,default
avar-939_pair-1,,avar,939_pair,цӀияб,цӀияб,<?> <?> <?> <?> <?>,,lexcauc,,,^ц Ӏ и я б$,default
avar-940_new-1,,avar,940_new,гӀолoхъанаб,гӀолoхъанаб,<?> <?> <?> <?> o <?> <?> а <?> а <?>,,lexcauc,,,^г Ӏ о л o х ъ а н а б$,default
avar-941_young-1,,avar,941_young,хeраб,хeраб,<?> e р а <?>,,lexcauc,,,^х e р а б$,default
avar-942_oldofperson-1,,avar,942_oldofperson,хeраб,хeраб,<?> e р а <?>,,lexcauc,,,^х e р а б$,default
avar-943_oldofthing-1,,avar,943_oldofthing,гьaнже,гьaнже,<?> <?> a <?> <?> е,,lexcauc,,,^г ь a н ж е$,default
avar-944_now-1,,avar,944_now,хxехxго,хxехxго,<?> x е <?> x <?> <?>,,lexcauc,,,^х x е х x г о$,default
avar-945_quickly-1,,avar,945_quickly,гьа(б)угьин(ан),гьаугьин,<?> <?> а <?> <?> <?> <?> <?>,,lexcauc,,,^г ь а у г ь и н$,default
avar-946_slowly-1,,avar,946_slowly,бaйбихьизе,бaйбихьизе,<?> a <?> <?> <?> <?> <?> <?> <?> е,,lexcauc,,,^б a й б и х ь и з е$,default
avar-947_beginintr-1,,avar,947_beginintr,лълъyгӀизе,лълъyгӀизе,<?> <?> <?> <?> y <?> <?> <?> <?> е,,lexcauc,,,^л ъ л ъ y г Ӏ и з е$,default
avar-948_stopintr-1,,avar,948_stopintr,балaгьун чӀезе,балaгьун чӀезе,<?> а <?> a <?> <?> <?> <?> + <?> <?> е <?> е,,lexcauc,,,^б а л a г ь у н + ч Ӏ е з е$,default
avar-949_wait-1,,avar,949_wait,кидаго,кидаго,<?> <?> <?> а <?> <?>,,lexcauc,,,^к и д а г о$,default
avar-950_always-1,,avar,950_always,гӀемeр,гӀемeр,<?> <?> е <?> e р,,lexcauc,,,^г Ӏ е м e р$,default
avar-951_often-1,,avar,951_often,мехх-мeххалда,мехх-мeххалда,<?> е <?> <?> <?> e <?> а <?> <?> а,,lexcauc,,,^м е хх - м e хх а л д а$,default
avar-952_sometimes-1,,avar,952_sometimes,ххеххго,ххеххго,<?> е <?> <?> <?>,,lexcauc,,,^хх е хх г о$,default
avar-953_soon-1,,avar,953_soon,гӀемер,гӀемер,<?> <?> е <?> е р,,lexcauc,,,^г Ӏ е м е р$,default
avar-954_foralongtime-1,,avar,954_foralongtime,къо,къо,<?> <?> <?>,,lexcauc,,,^к ъ о$,default
avar-955_daydaytime-1,,avar,955_daydaytime,сордо-къо,сордо-къо,<?> <?> р <?> <?> <?> <?> <?> <?>,,lexcauc,,,^с о р д о - к ъ о$,default
avar-956_dayduration-1,,avar,956_dayduration,сордo,сордo,<?> <?> р <?> o,,lexcauc,,,^с о р д o$,default
avar-958_morning-1,,avar,958_morning,къадeмехх,къадeмехх,<?> <?> а <?> e <?> е <?>,,lexcauc,,,^к ъ а д e м е хх$,default
avar-958_morning-2,,avar,958_morning,къадкъо,къадкъо,<?> <?> а <?> <?> <?> <?>,,lexcauc,,,^к ъ а д к ъ о$,default
avar-959_noon-1,,avar,959_noon,богoлгӀуж,богoлгӀуж,<?> <?> <?> o <?> <?> <?> <?> <?>,,lexcauc,,,^б о г o л г Ӏ у ж$,default
avar-959_noon-2,,avar,959_noon,релъeдамехх,релъeдамехх,р е <?> <?> e <?> а <?> е <?>,,lexcauc,,,^р е л ъ e д а м е хх$,default
avar-960_evening-1,,avar,960_evening,жакъа,жакъа,<?> а <?> <?> а,,lexcauc,,,^ж а к ъ а$,default
avar-961_today-1,,avar,961_today,метер,метер,<?> е т е р,,lexcauc,,,^м е т е р$,default
avar-962_tomorrow-1,,avar,962_tomorrow,сeзе,сeзе,<?> e <?> е,,lexcauc,,,^с e з е$,default
