db.id,form.id,lex.id,colex.id,lc.id,concepticon.id,subentry,aux,opt,excl,orthographic,phonemic,gloss,ipa,def.ru,def.en,cx1,cx1.ru,cx1.en,cx2,cx2.ru,cx2.en,cx3,cx3.ru,cx3.en,gender,notes,lang
2079,245,126,125,126,,obl,aux,,,нушшал,nušːa-l,R(we)-ERG,nuʃːal,,,,,,,,,,,,,,itsari
2080,246,127,,127,,nom,,,,нушша,nušːa,R(you),nuʃːa,"мы, вы","we, you (pl.)",,,,,,,,,,,,itsari
2081,247,127,,127,,obl,aux,,,нушшал,nušːa-l,R(you)-ERG,nuʃːal,,,,,,,,,,,,,,itsari
2082,248,128,,128,,nom,,opt,,цаб,ca-b,R(self)-CL3,t͡sʰab,,,,,,,,,,,,,,itsari
2083,249,128,,128,,obl,aux,opt,,циний,cin-ij,R(self)-DAT,t͡sʰinij,,,,,,,,,,,,,,itsari
2084,250,129,,129,,sg,,,,жанивар,žaniwar,R(wild.animal),ʒaniwar,,,,,,,,,,,,,,itsari
2085,251,129,,129,,pl,aux,,,жаниварти,žaniwar-ti,R(wild.animal)-PL,ʒaniwartʰi,,,,,,,,,,,,,,itsari
2086,252,130,68,130,,sg,,,,дёрхӀё,duˁrħuˁ,R(cub),duˁrħuˁ,,"son, cub",,,,,,,,,,,,itsari
2087,253,130,68,130,,pl,aux,,,дегьни,deh-ni,R(cub)-PL,dehni,,,,,,,,,,,,,,itsari
2088,254,131,,131,,,,,,хӀяйванти,ħaˁjwan-ti,R(domestic.animal)-PL,ħaˁjwantʰi,,domestic animals,,,,,,,,,,,,itsari
2089,255,132,,132,,sg,,,,дичила,diči-la,R(pasture)-NMLZ,dit͡ʃʰila,,,,,,,,,,,,,Locative noun,itsari
2090,256,132,,132,,loc.ess,aux,,,дичиб,diči-b,R(pasture)-CL3[ESS],dit͡ʃʰib,,,,,,,,,,,,,,itsari
2091,257,133,,133,,sg,,,,дуклушш,duklušː,R(herdsman),dukluʃː,,"herdsman, shepherd",,,,,,,,,,,,itsari
2092,258,133,,133,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2093,259,134,133,134,,sg,,,,дуклушш,duklušː,R(shepherd),dukluʃː,,"herdsman, shepherd",,,,,,,,,,,,itsari
2094,260,134,133,134,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2095,261,135,,135,,sg,,,,дёрхъӀ,duˁrqˁ,R(cattle.shed),duˁrqˁʰ,,,,,,,,,,,,,,itsari
2096,262,135,,135,,pl,aux,,,дёрхъыппи,duˁrqˁ-ipːi,R(cattle.shed)-PL,duˁrqˁʰipːi,,,,,,,,,,,,,,itsari
2097,263,135,,135,,loc.ess,aux,,,дёрхъыб,duˁrqˁ-i-b,R(cattle.shed)-LOC-CL3[ESS],duˁrqˁʰib,,,,,,,,,,,,,,itsari
2098,264,136,,136,,sg,,opt,,машши,mašːi,R(sheep.shed),maʃːi,,,,,,,,,,,,,,itsari
2099,265,136,,136,,pl,aux,opt,,машшиппи,mašː-ipːi,R(sheep.shed)-PL,maʃːipːi,,,,,,,,,,,,,,itsari
2100,266,136,,136,,loc.ess,aux,opt,,машшицциб,maši-cːi-b,R(sheep.shed)-INTER-CL3[ESS],maʃːit͡sːib,,,,,,,,,,,,,,itsari
2101,267,137,,137,,sg,,,,бихъла,biqla,R(milking.shed),biq͡χʰla,,,,,,,,,,,,,The abs. and loc. have a stress difference: bíqla vs. biqlá.,itsari
2102,268,137,,137,,pl,aux,,,бихълаби,biqla-bi,R(milking.shed)-PL,biq͡χʰlabi,,,,,,,,,,,,,,itsari
2103,269,137,,137,,loc.ess,aux,,,бихълаб,biqla-b,R(milking.shed).LOC-N[ESS],biq͡χʰlab,,,,,,,,,,,,,,itsari
2104,270,138,,138,,sg,,,,дигъвала,diʁʷa-la,R(hayloft)-NMLZ,diʁʷala,,,,,,,,,,,,,,itsari
2105,271,138,,138,,pl,aux,,,дигъурби,diʁ-urbi,R(hayloft)-PL,diʁurbi,,,,,,,,,,,,,,itsari
2106,272,138,,138,,loc.ess,aux,,,дигъваб,diʁʷa-b,R(hayloft)-CL3[ESS],diʁʷab,,,,,,,,,,,,,,itsari
2107,273,139,,139,,sg,,,,дирез,direz,R(threshing.floor),direz,,,,,,,,,,,,,,itsari
2108,274,139,,139,,pl,aux,,,дирезми,direz-mi,R(threshing.floor)-PL,direzmi,,,,,,,,,,,,,,itsari
2109,275,139,,139,,loc.ess,aux,,,дирезиб,direz-i-b,R(threshing.floor)-LOC-CL3[ESS],direzib,,,,,,,,,,,,,,itsari
2110,276,140,,140,,sg,,,,?,,,,,,,,,,,,,,,,,itsari
2111,277,140,,140,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2112,278,141,,141,,sg,,,,гъиппи,ʁipːi,R(stack),ʁipːi,,,,,,,,,,,,,,itsari
2113,279,141,,141,,pl,aux,,,гъиппри,ʁipː-ri,R(stack)-PL,ʁipːri,,,,,,,,,,,,,,itsari
2114,280,142,,142,,sg,,opt,,гибен,giben,R(large.stack),giben,,,,,,,,,,,,,,itsari
2115,281,142,,142,,pl,aux,opt,,гибенти,giben-ti,R(large.stack)-PL,gibentʰi,,,,,,,,,,,,,,itsari
2116,282,143,,143,,sg,,,,кьвял,qʼwaˁl,R(cow),qʼʷaˁl,,,,,,,,,,,,,,itsari
2117,283,143,,143,,pl,aux,,,кьвыли,qʼˁʷil-i,R(cow)-PL,qʼʷˁili,,,,,,,,,,,,,,itsari
2118,284,144,,144,,sg,,,,бугъа,buʁa,R(bull),buʁa,,,,,,,,,,,,,,itsari
2119,285,144,,144,,pl,aux,,,бугъни,buʁ-ni,R(bull)-PL,buʁni,,,,,,,,,,,,,,itsari
2120,286,145,,145,,sg,,,,уц,uc,R(ox),ʔut͡sʰ,,,,,,,,,,,,,,itsari
2121,287,145,,145,,pl,aux,,,ици,ic-i,R(ox)-PL,ʔit͡sʰi,,,,,,,,,,,,,,itsari
2122,288,146,,146,,sg,,,,чӀахъа,čʼaqa,R(heifer),t͡ʃʼaq͡χʰa,,,,,,,,,,,,,,itsari
2123,289,146,,146,,pl,aux,,,чӀихъин,čʼiq-in,R(heifer)-PL,t͡ʃʼiq͡χʰin,,,,,,,,,,,,,,itsari
2124,290,147,,147,,sg,,,,кьашша,qʼašːa,R(bull.calf),qʼaʃːa,,,,,,,,,,,,,,itsari
2125,291,147,,147,,pl,aux,,,кьишши,qʼišː-i,R(bull.calf)-PL,qʼiʃːi,,,,,,,,,,,,,,itsari
2126,292,148,,148,,sg,,,,къачча,qːačːa,R(calf),qːat͡ʃːa,,,,,,,,,,,,,,itsari
2127,293,148,,148,,pl,aux,,,къиччин,qːičː-in,R(calf)-PL,qːit͡ʃːin,,,,,,,,,,,,,,itsari
2128,294,149,,149,,sg,,,,арцци,arcːi,R(earmark),ʔart͡sːi,,,,,,,,,,,,,,itsari
2129,295,149,,149,,pl,aux,,,арцциппи,arcː-ipːi,R(earmark)-PL,ʔart͡sːipːi,,,,,,,,,,,,,,itsari
2130,296,150,,150,,sg,,,,мацца,macːa,R(sheep),mat͡sːa,,,,,,,,,,,,NSG=NPL,,itsari
2131,297,150,,150,,pl,aux,,,маццурби,macː-urbi,R(sheep)-PL,mat͡sːurbi,,,,,,,,,,,,,Several herds of sheep,itsari
2132,298,151,,151,,sg,,,,квягӀ,kʷaˁʡ,R(ram),kʷaˁʡ,,,,,,,,,,,,,,itsari
2133,299,151,,151,,pl,aux,,,кёгӀми,kuˁʡ-mi,R(ram)-PL,kuˁʡmi,,,,,,,,,,,,,,itsari
2134,300,152,,152,,sg,,,,чахъу,čaqu,R(ewe),t͡ʃʰaq͡χʰu,,,,,,,,,,,,,,itsari
2135,301,152,,152,,pl,aux,,,чахъвни,čaqʷ-ni,R(ewe)-PL,t͡ʃʰaq͡χʰʷni,,,,,,,,,,,,,,itsari
2136,302,153,,153,,sg,,,,микьара,miqʼara,R(lamb),miqʼara,,,,,,,,,,,,,,itsari
2137,303,153,,153,,pl,aux,,,микьри,miqʼr-i,R(lamb)-PL,miqʼri,,,,,,,,,,,,,,itsari
2138,304,154,,154,,sg,,,,шамянтта,šamaˁntːa,R(young.sheep),ʃamaˁntːa,,,,,,,,,,,,,,itsari
2139,305,154,,154,,pl,aux,,,шамянттин,šamaˁntː-in,R(young.sheep)-PL,ʃamaˁntːin,,,,,,,,,,,,,,itsari
2140,306,155,,155,,sg,,,,шам,šam,R(young.ram),ʃam,,,,,,,,,,,,,,itsari
2141,307,155,,155,,pl,aux,,,шимри,šim-ri,R(young.ram)-PL,ʃimri,,,,,,,,,,,,,,itsari
2142,308,156,,156,,sg,,,,жикьа,žiqʼa,R(boar),ʒiqʼa,,,,,,,,,,,,,,itsari
2143,309,156,,156,,pl,aux,,,жикьни,žiqʼ-ni,R(boar)-PL,ʒiqʼni,,,,,,,,,,,,,,itsari
2144,310,157,,157,,sg,,,,эчча,ečːa,R(she-goat),ʔet͡ʃːa,,,,,,,,,,,,,,itsari
2145,311,157,,157,,pl,aux,,,эччин,ečː-in,R(she-goat)-PL,ʔet͡ʃːin,,,,,,,,,,,,,,itsari
2146,312,158,,158,,sg,,,,кьаца,qʼaca,R(he-goat),qʼat͡sʰa,,,,,,,,,,,,,,itsari
2147,313,158,,158,,pl,aux,,,кьицни,qʼic-ni,R(he-goat)-PL,qʼit͡sʰni,,,,,,,,,,,,,,itsari
2148,314,159,,159,,sg,,,,бесхъа,besqa,R(young.doe),besq͡χʰa,,,,,,,,,,,,,,itsari
2149,315,159,,159,,pl,aux,,,бесхъин,besq-in,R(young.doe)-PL,besq͡χʰin,,,,,,,,,,,,,,itsari
2150,316,160,,160,,sg,,,,батӀи,batʼi,R(kid),batʼi,,,,,,,,,,,,,,itsari
2151,317,160,,160,,pl,aux,,,батӀни,batʼ-ni,R(kid)-PL,batʼni,,,,,,,,,,,,,,itsari
2152,318,161,,161,,sg,,,,йабу,jabu,R(horse),jabu,,,,,,,,,,,,,,itsari
2153,319,161,,161,,pl,aux,,,йабни,jab-ni,R(horse)-PL,jabni,,,,,,,,,,,,,,itsari
2154,320,162,,162,,sg,,,,?,,,,,,,,,,,,,,,,,itsari
2155,321,162,,162,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2156,322,163,,163,,sg,,,,кквацца,kːʷacːa,R(mare),kːʷat͡sːa,,,,,,,,,,,,,,itsari
2157,323,163,,163,,pl,aux,,,ккваццни,kːʷacː-ni,R(mare)-PL,kːʷat͡sːni,,,,,,,,,,,,,,itsari
2158,324,164,,164,,sg,,,,тяхӀяй,taˁħaˁj,R(foal),,,,,,,,,,,,,,,itsari
2159,325,164,,164,,pl,aux,,,тяхӀяйти,taˁħaˁj-ti,R(foal)-PL,,,,,,,,,,,,,,,itsari
2160,326,165,,165,,sg,,,,амгьа,amha,R(donkey),,,,,,,,,,,,,,,itsari
2161,327,165,,165,,pl,aux,,,имгьи,imh-i,R(donkey)-PL,,,,,,,,,,,,,,,itsari
2162,328,166,,166,,sg,,,,гъутӀу,ʁutʼu,R(donkey.foal),,,,,,,,,,,,,,,itsari
2163,329,166,,166,,pl,aux,,,гъутӀни,ʁutʼ-ni,R(donkey.foal)-PL,,,,,,,,,,,,,,,itsari
2164,330,167,,167,,sg,,,,къачир,qːačir,R(mule),,,,,,,,,,,,,,,itsari
2165,331,167,,167,,pl,aux,,,къачирти,qːačir-ti,R(mule)-PL,,,,,,,,,,,,,,,itsari
2166,332,168,,168,,sg,,,,ттугъу,tːuʁu,R(rooster),,,,,,,,,,,,,,,itsari
2167,333,168,,168,,pl,aux,,,ттугъни,tːuʁ-ni,R(rooster)-PL,,,,,,,,,,,,,,,itsari
2168,334,169,,169,,sg,,,,гӀяргӀя,ʡaˁrʡaˁ,R(hen),,,,,,,,,,,,,,,itsari
2169,335,169,,169,,pl,aux,,,гӀяргӀин,ʡaˁrʡ-in,R(hen)-PL,,,,,,,,,,,,,,,itsari
2170,336,170,,170,,sg,,,,жиба,žiba,R(chick),,,,,,,,,,,,,,,itsari
2171,337,170,,170,,pl,aux,,,жибни,žib-ni,R(chick)-PL,,,,,,,,,,,,,,,itsari
2172,338,171,,171,,sg,,,,къваз,qːʷaz,R(goose),,,,,,,,,,,,,,,itsari
2173,339,171,,171,,pl,aux,,,къузри,qːuz-ri,R(goose)-PL,,,,,,,,,,,,,,,itsari
2174,340,172,,172,,sg,,,,бятӀбятӀ,baˁtʼbaˁtʼ,R(duck),,,,,,,,,,,,,,,itsari
2175,341,172,,172,,pl,aux,,,бятӀри,baˁtʼ-ri,R(duck)-PL,,,,,,,,,,,,,,,itsari
2176,342,173,,173,,sg,,,,мергв,mergʷ,R(nest),,,,,,,,,,,,,,,itsari
2177,343,173,,173,,pl,aux,,,мергвби,mergʷ-bi,R(nest)-PL,,,,,,,,,,,,,,,itsari
2178,344,174,,174,,sg,,,,гӀяхӀликьян,ʡaˁħliqʼaˁn,R(bird),,,,,,,,,,,,,,,itsari
2179,345,174,,174,,pl,aux,,,гӀяхликьни,ʡaˁħliqʼˁ-ni,R(bird)-PL,,,,,,,,,,,,,,,itsari
2180,346,175,,175,,sg,,,,кьанкь,qʼanqʼ,R(heron),,,,,,,,,,,,,,,itsari
2181,347,175,,175,,pl,aux,,,кьинкьри,qʼinqʼ-ri,R(heron)-PL,,,,,,,,,,,,,,,itsari
2182,348,176,,176,,sg,,,,ччака,čːaka,R(eagle),,,,,,,,,,,,,,,itsari
2183,349,176,,176,,pl,aux,,,ччикни,čːik-ni,R(eagle)-PL,,,,,,,,,,,,,,,itsari
2184,350,177,,177,,sg,,opt,,къарчигъа,qːarčiʁa,R(hawk),,,,,,,,,,,,,,,itsari
2185,351,177,,177,,pl,aux,opt,,къарчигъни,qːarčiʁ-ni,R(hawk)-PL,,,,,,,,,,,,,,,itsari
2186,352,178,,178,,sg,,opt,,лачин,lačin,R(falcon),,,,,,,,,,,,,,,itsari
2187,353,178,,178,,pl,aux,opt,,лачинти,lačin-ti,R(falcon)-PL,,,,,,,,,,,,,,,itsari
2188,354,179,,179,,sg,,,,хӀякаппатта,ħaˁkapːatːa,R(bat),,,,,,,,,,,,,,,itsari
2189,355,179,,179,,pl,aux,,,хӀякаппаттин,ħaˁkapːatː-in,R(bat)-PL,,,,,,,,,,,,,,,itsari
2190,356,180,,180,,sg,,,,къяна,qːaˁna,R(crow),,,,,,,,,,,,,,,itsari
2191,357,180,,180,,pl,aux,,,къинпи,qːin-pi,R(crow)-PL,,,,,,,,,,,,,,check pharyngealization,itsari
2192,358,181,,181,,sg,,,,вяркъя,waˁrqːaˁ,R(magpie),,,,,,,,,,,,,,,itsari
2193,359,181,,181,,pl,aux,,,вяркъын,waˁrqːˁ-in,R(magpie)-PL,,,,,,,,,,,,,,,itsari
2194,360,182,,182,,sg,,opt,,?,,,,,,,,,,,,,,,,,itsari
2195,361,182,,182,,pl,aux,opt,,?,,,,,,,,,,,,,,,,,itsari
2196,362,183,,183,,sg,,,,няхьва,naˁxʷa,R(dove),,,,,,,,,,,,,,,itsari
2197,363,183,,183,,pl,aux,,,няхьври,naˁxʷ-ri,R(dove)-PL,,,,,,,,,,,,,,,itsari
2198,364,184,,184,,sg,,,,цӀетӀа,cʼetʼa,R(sparrow),,,,,,,,,,,,,,,itsari
2199,365,184,,184,,pl,aux,,,цӀетӀни,cʼetʼ-ni,R(sparrow)-PL,,,,,,,,,,,,,,,itsari
2200,366,185,,185,,sg,,,,тӀума,tʼuma,R(owl),,,,,,,,,,,,,,,itsari
2201,367,185,,185,,pl,aux,,,тӀумри,tʼum-ri,R(owl)-PL,,,,,,,,,,,,,,,itsari
2202,368,186,,186,,sg,,opt,,бугьум,buhum,R(eagle.owl),,,,,,,,,,,,,,,itsari
2203,369,186,,186,,pl,aux,opt,,бугьумти,buhum-ti,R(eagle.owl)-PL,,,,,,,,,,,,,,,itsari
2204,370,187,,187,,sg,,,,ккуккупп,kːukːupː,R(cuckoo),,,,,,,,,,,,,,,itsari
2205,371,187,,187,,pl,aux,,,ккуккуппи,kːukːupː-i,R(cuckoo)-PL,,,,,,,,,,,,,,,itsari
2206,372,188,,188,,sg,,,,?,,,,,,,,,,,,,,,,,itsari
2207,373,188,,188,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2208,374,189,,189,,sg,,,,къакъба,qːaqːba,R(partridge),,,,,,,,,,,,,,,itsari
2209,375,189,,189,,pl,aux,,,къикъби,qːiqːb-i,R(partridge)-PL,,,,,,,,,,,,,,,itsari
2210,376,190,,190,,sg,,,,жетта,žetːa,R(swallow),,,,,,,,,,,,,,,itsari
2211,377,190,,190,,pl,aux,,,жеттин,žetː-in,R(swallow)-PL,,,,,,,,,,,,,,,itsari
2212,378,191,,191,,sg,,,,ххве,χːʷe,R(dog),,,,,,,,,,,,,,,itsari
2213,379,191,,191,,pl,aux,,,ххуди,χːu-di,R(dog)-PL,,,,,,,,,,,,,,,itsari
2214,380,192,,192,,sg,,,,гужа,guža,R(female.dog),,,,,,,,,,,,,,,itsari
2215,381,192,,192,,pl,aux,,,гужни,guž-ni,R(female.dog)-PL,,,,,,,,,,,,,,,itsari
2216,382,193,,193,,sg,,,,накьвай,naqʼʷaj,R(puppy),,,,,,,,,,,,,,,itsari
2217,383,193,,193,,pl,aux,,,накьвайти,naqʼʷaj-ti,R(puppy)-PL,,,,,,,,,,,,,,,itsari
2218,384,194,,194,,sg,,,,гъёр,ʁuˁr,R(hare),,,,,,,,,,,,,,,itsari
2219,385,194,,194,,pl,aux,,,гъырин,ʁˁir-in,R(hare)-PL,,,,,,,,,,,,,,,itsari
2220,386,195,,195,,sg,,,,мази,mazi,R(cat),,,,,,,,,,,,,,,itsari
2221,387,195,,195,,pl,aux,,,мазни,maz-ni,R(cat)-PL,,,,,,,,,,,,,,,itsari
2222,388,196,,196,,sg,,,,ваца,waca,R(mouse),,,,,,,,,,,,,,,itsari
2223,389,196,,196,,pl,aux,,,вацни,wac-ni,R(mouse)-PL,,,,,,,,,,,,,,,itsari
2224,390,197,,197,,sg,,opt,,кьуркка,qʼurkːa,R(rat),,,,,,,,,,,,,,,itsari
2225,391,197,,197,,pl,aux,opt,,кьурккин,qʼurkː-in,R(rat)-PL,,,,,,,,,,,,,,,itsari
2226,392,198,,198,,sg,,opt,,тӀуж,tʼuž,R(badger),,,,,,,,,,,,,,,itsari
2227,393,198,,198,,pl,aux,opt,,тӀужми,tʼuž-mi,R(badger)-PL,,,,,,,,,,,,,,,itsari
2228,394,199,,199,,sg,,,,ххярцӀ,χːaˁrcʼ,R(marten),,,,,,,,,,,,,,,itsari
2229,395,199,,199,,pl,aux,,,ххярцӀми,χːaˁrcʼ-mi,R(marten)-PL,,,,,,,,,,,,,,,itsari
2230,396,200,,200,,sg,,,,йарма,jarma,R(squirrel),,,,,,,,,,,,,,,itsari
2231,397,200,,200,,pl,aux,,,йармаби,jarma-bi,R(squirrel)-PL,,,,,,,,,,,,,,,itsari
2232,398,201,,201,,sg,,,,кьямкьяццацци,qʼaˁmqʼaˁcːacːi,R(hedgehog),,,,,,,,,,,,,,,itsari
2233,399,201,,201,,pl,aux,,,кьямкьяццаццин,qʼaˁmqʼaˁcːacː-in,R(hedgehog)-PL,,,,,,,,,,,,,,,itsari
2234,400,202,,202,,sg,,,,баликъ,baliqː,R(fish),,,,,,,,,,,,,,,itsari
2235,401,202,,202,,pl,aux,,,баликъи,baliqː-i,R(fish)-PL,,,,,,,,,,,,,,,itsari
2236,402,203,,203,,sg,,,,бецӀ,becʼ,R(wolf),,,,,,,,,,,,,,,itsari
2237,403,203,,203,,pl,aux,,,бицӀи,bicʼ-i,R(wolf)-PL,,,,,,,,,,,,,,,itsari
2238,404,204,,204,,sg,,,,ссика,sːika,R(bear),,,,,,,,,,,,,,,itsari
2239,405,204,,204,,pl,aux,,,ссикни,sːik-ni,R(bear)-PL,,,,,,,,,,,,,,,itsari
2240,406,205,,205,,sg,,,,ккуртта,kːurtːa,R(fox),,,,,,,,,,,,,,,itsari
2241,407,205,,205,,pl,aux,,,ккурттин,kːurtː-in,R(fox)-PL,,,,,,,,,,,,,,,itsari
2242,408,206,,206,,sg,,,,пурс кьаца,purs qʼaca,R(ST) R(goat),,,,,,,,,,,,,,,itsari
2243,409,206,,206,,pl,aux,,,пурс кьицни,purs qʼic-ni,R(ST) R(goat)-PL,,,,,,,,,,,,,,,itsari
2244,410,207,,207,,sg,,,,дёгӀла кьаца,duˁʡ-la qʼaca,R(wilderness)-GEN R(goat),,,,,,,,,,,,,,,itsari
2245,411,207,,207,,pl,aux,,,дёгӀла кьицни,duˁʡ-la qʼic-ni,R(wilderness)-GEN R(goat)-PL,,,,,,,,,,,,,,,itsari
2246,412,208,,208,,sg,,,,хьвинта,xʷinta,R(roe),,,,,,,,,,,,,,,itsari
2247,413,208,,208,,pl,aux,,,хьвинтаби,xʷinta-bi,R(roe)-PL,,,,,,,,,,,,,,,itsari
2248,414,209,,209,,sg,,,,вялург,waˁlurg,R(camel),,,,,,,,,,,,,,,itsari
2249,415,209,,209,,pl,aux,,,вялурги,waˁlurg-i,R(camel)-PL,,,,,,,,,,,,,,,itsari
2250,416,210,,210,,sg,,,,нез,nez,R(louse),,,,,,,,,,,,,,,itsari
2251,417,210,,210,,pl,aux,,,низби,niz-bi,R(louse)-PL,,,,,,,,,,,,,,,itsari
2252,418,211,,211,,sg,,,,нетӀ,netʼ,R(nit),,,,,,,,,,,,,,,itsari
2253,419,211,,211,,pl,aux,,,нитӀби,nitʼ-bi,R(nit)-PL,,,,,,,,,,,,,,,itsari
2254,420,212,,212,,sg,,,,цӀекӀа,cʼekʼa,R(flea),,,,,,,,,,,,,,,itsari
2255,421,212,,212,,pl,aux,,,цӀикӀни,cʼikʼ-ni,R(flea)-PL,,,,,,,,,,,,,,,itsari
2256,422,213,,213,,sg,,,,?,,,,,,,,,,,,,,,,,itsari
2257,423,213,,213,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2258,424,214,,214,,sg,,,,зимизала,zimizala,R(ant),,,,,,,,,,,,,,,itsari
2259,425,214,,214,,pl,aux,,,зимизли,zimizl-i,R(ant)-PL,,,,,,,,,,,,,,,itsari
2260,426,215,,215,,sg,,,,зиъа,ziʔa,R(gadfly),,,,,,,,,,,,,,,itsari
2261,427,215,,215,,pl,aux,,,зиъни,ziʔ-ni,R(gadfly)-PL,,,,,,,,,,,,,,,itsari
2262,428,216,,216,,sg,,,,имсс,imsː,R(moth),,,,,,,,,,,,,,,itsari
2263,429,216,,216,,pl,aux,,,имсс,imsː,R(moth),,,,,,,,,,,,,,,itsari
2264,430,217,,217,,sg,,,,кӀакӀар,kʼakʼar,R(mite),,,,,,,,,,,,,,,itsari
2265,431,217,,217,,pl,aux,,,кӀикӀри,kʼikʼr-i,R(mite)-PL,,,,,,,,,,,,,,,itsari
2266,432,218,,218,,sg,,,,?,,,,,,,,,,,,,,,,,itsari
2267,433,218,,218,,pl,aux,,,?,,,,,,,,,,,,,,,,,itsari
2268,434,219,,219,,sg,,,,хъисхъа,qisqa,R(spider),,,,,,,,,,,,,,,itsari
2269,435,219,,219,,pl,aux,,,хъисхъин,qisq-in,R(spider)-PL,,,,,,,,,,,,,,,itsari
2270,436,220,,220,,sg,,,,души,duši,R(spider.web),,,,,,,,,,,,,,From the verb ⸗erš- ~ ⸗uš- ‘to braid‘,itsari
2271,437,220,,220,,pl,aux,,,душирби,duš-irbi,R(spider.web)-PL,,,,,,,,,,,,,,,itsari
2272,438,221,,221,,sg,,,,мирхъи,mirqi,R(bee),,,,,,,,,,,,,,,itsari
2273,439,221,,221,,pl,aux,,,мирхъи,mirq-i,R(bee)-PL,,,,,,,,,,,,,,"Different inflection from sg.: gen. pl. <i>mirq-a-lla </i>vs. sg. <i>mirqi-la</i>, etc.",itsari
2274,440,222,,222,,sg,,,,мирчӀал,mirčʼal,R(beeswax),,,,,,,,,,,,,,NOT a mass noun (sg. agreement),itsari
2275,441,222,,222,,pl,aux,,,мирчӀалти,mirčʼal-ti,R(beeswax)-PL,,,,,,,,,,,,,,,itsari
2276,442,223,,223,,sg,,,,чӀапа,čʼapa,R(beehive),,,,,,,,,,,,,,,itsari
2277,443,223,,223,,pl,aux,,,чӀапни,čʼap-ni,R(beehive)-PL,,,,,,,,,,,,,,,itsari
2278,444,224,,224,,sg,,,,ппигъя,pːihaˁ,R(wasp),,,,,,,,,,,,,,,itsari
2279,445,224,,224,,pl,aux,,,ппигъни,pːih-ni,R(wasp)-PL,,,,,,,,,,,,,,,itsari
2280,446,225,,225,,sg,,,,тӀатӀар,tʼatʼar,R(fly),,,,,,,,,,,,,,,itsari
2281,447,225,,225,,pl,aux,,,тӀитӀри,tʼitʼr-i,R(fly)-PL,,,,,,,,,,,,,,,itsari
2282,448,226,,226,,sg,,,,цӀизара,cʼizara,R(mosquito),,,,,,,,,,,,,,,itsari
2283,449,226,,226,,pl,aux,,,цӀизри,cʼizr-i,R(mosquito)-PL,,,,,,,,,,,,,,,itsari
2284,450,227,,227,,sg,,,,милякъ,milaˁqː,R(earthworm),,,,,,,,,,,,,,,itsari
2285,451,227,,227,,pl,aux,,,милякъи,milaˁqː-i,R(earthworm)-PL,,,,,,,,,,,,,,,itsari
2286,452,228,,228,,sg,,,,букк,bukː,R(snake),,,,,,,,,,,,,,,itsari
2287,453,228,,228,,pl,aux,,,букки,bukː-i,R(snake)-PL,,,,,,,,,,,,,,,itsari
2288,454,229,,229,,sg,,,,дуччил алшан,dučːi-l alš-an,R(night)-ADV R(burn).IPFV-PTCP,,горящий ночью,burning at night,,,,,,,,,,,,itsari
2289,455,229,,229,,pl,aux,,,дуччил алшанти,dučːi-l alš-an-ti,R(night)-ADV R(burn).IPFV-PTCP-PL,,,,,,,,,,,,,,,itsari
2290,456,230,,230,,sg,,,,цӀалиппан,cʼalipːan,R(butterfly),,,,,,,,,,,,,,,itsari
2291,457,230,,230,,pl,aux,,,цӀалиппни,cʼalipːn-i,R(butterfly)-PL,,,,,,,,,,,,,,,itsari
2292,458,231,,231,,sg,,,,цӀинтӀбухъ,cʼintʼbuq,R(grasshopper),,,,,,,,,,,,,,,itsari
2293,459,231,,231,,pl,aux,,,цӀинтӀбухъи,cʼintʼbuq-i,R(grasshopper)-PL,,,,,,,,,,,,,,,itsari
2294,460,232,,232,,sg,,,,къяка,qːaˁka,R(snail),,,,,,,,,,,,,,,itsari
2295,461,232,,232,,pl,aux,,,къякни,qːaˁk-ni,R(snail)-PL,,,,,,,,,,,,,,,itsari
2296,462,233,,233,,sg,,,,гӀятӀа,ʡaˁtʼa,R(frog),,,,,,,,,,,,,,,itsari
2297,463,233,,233,,pl,aux,,,гӀятӀни,ʡaˁtʼ-ni,R(frog)-PL,,,,,,,,,,,,,,,itsari
2298,464,234,,234,,sg,,,,шшетӀа,šːetʼa,R(lizard),,,,,,,,,,,,,,,itsari
2299,465,234,,234,,pl,aux,,,шшетӀни,šːetʼ-ni,R(lizard)-PL,,,,,,,,,,,,,,,itsari
2300,466,235,,235,,,,,,мяябикӀвар,maˁː-b-ikʼʷ-ar,R(IDEOPH)-CL3-R(say).IPFV-HAB.3,,,,,,,,,,,,,,,itsari
2301,467,235,,235,,aor,aux,,,мяяберкӀуб,maˁː-b-erkʼ-ub,R(IDEOPH)-CL3-R(say).PFV-AOR,,,,,,,,,,,,,,,itsari
2302,468,236,,236,,,,,,меебикӀвар,meː-b-ikʼʷ-ar,R(IDEOPH)-CL3-R(say).IPFV-HAB.3,,,,,,,,,,,,,,,itsari
2303,469,237,236,237,,,,,,меебикӀвар,meː-b-ikʼʷ-ar,R(IDEOPH)-CL3-R(say).IPFV-HAB.3,,,,,,,,,,,,,,,itsari
